Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
"As the Requests Code Of Conduct states, all contributions are welcome, as long as everyone involved is treated with respect.",0,0,1,0,0,0,TC – Talk to the community,atlanhq@camelot.xlsx,contributing,7
Your first contribution,0,1,0,0,0,0,CT – Choose a task,atlanhq@camelot.xlsx,contributing,8
"A great way to start contributing to Camelot is to pick an issue tagged with the help wanted tag or the good first issue tag. If you're unable to find a good first issue, feel free to contact the maintainer.",0,1,0,0,0,0,CT – Choose a task,atlanhq@camelot.xlsx,contributing,9
Setting up a development environment,0,0,0,1,0,0,BW – Build local workspace,atlanhq@camelot.xlsx,contributing,10
"To install the dependencies needed for development, you can use pip:",0,0,0,1,0,0,BW – Build local workspace,atlanhq@camelot.xlsx,contributing,11
"Alternatively, you can clone the project repository, and install using pip:",0,0,0,1,0,0,BW – Build local workspace,atlanhq@camelot.xlsx,contributing,12
Pull Requests,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,13
Submit a pull request,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,14
"The preferred workflow for contributing to Camelot is to fork the project repository on GitHub, clone, develop on a branch and then finally submit a pull request. Here are the steps:",1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,15
1.  Fork the project repository. Click on the,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,16
2.  Clone your fork of Camelot from your GitHub account:,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,17
3.  Create a branch to hold your changes:,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,18
Always branch out from master to work on your contribution. It's good practice to never work on the master branch!,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,19
"Protip: git stash is a great way to save the work that you haven't committed yet, to move between branches.",1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,20
4.  Work on your contribution. Add changed files using git add and then git commit them:,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,21
"5.  Finally, push them to your GitHub fork:",1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,22
Now it's time to go to the your fork of Camelot and create a pull request! You can follow these instructions to do this.,1,0,0,0,0,0,CF – Contribution flow,atlanhq@camelot.xlsx,contributing,23
Work on your pull request,0,0,0,0,1,0,DC – Deal with the code,atlanhq@camelot.xlsx,contributing,24
We recommend that your pull request complies with the following rules:,0,0,0,0,1,0,DC – Deal with the code,atlanhq@camelot.xlsx,contributing,25
- Make sure your code follows pep8.,0,0,0,0,1,0,DC – Deal with the code,atlanhq@camelot.xlsx,contributing,26
"- In case your pull request contains function docstrings, make sure you follow the numpydoc format. All function docstrings in Camelot follow this format. Moreover, following the format will make sure that the API documentation is generated flawlessly.",0,0,0,0,1,0,DC – Deal with the code,atlanhq@camelot.xlsx,contributing,27
- Make sure your commit messages follow the seven rules of a great git commit message:,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,28
- Separate subject from body with a blank line,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,29
- Limit the subject line to 50 characters,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,30
- Capitalize the subject line,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,31
- Do not end the subject line with a period,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,32
- Use the imperative mood in the subject line,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,33
- Wrap the body at 72 characters,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,34
- Use the body to explain what and why vs. how,0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,35
"- Please prefix the title of your pull request with [MRG] (Ready for Merge), if the contribution is complete and ready for a detailed review. An incomplete pull request's title should be prefixed with [WIP] (to indicate a work in progress), and changed to [MRG] when it's complete. A good task list in the PR description will ensure that other people get a better idea of what it proposes to do, which will also increase collaboration.",0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,36
"- If contributing new functionality, make sure that you add a unit test for it, while making sure that all previous tests pass. Camelot uses pytest for testing. Tests can be run using:",0,0,0,0,0,1,SC – Submit the changes,atlanhq@camelot.xlsx,contributing,37
Writing Documentation,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,38
"Writing documentation, function docstrings, examples and tutorials is a great way to start contributing to open-source software! The documentation is present inside the docs/ directory of the project repository.",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,39
"It is written in reStructuredText, with Sphinx used to generate these lovely HTML files that you're currently reading (unless you're reading this on GitHub). You can edit the documentation using any text editor and then generate the HTML output by running make html in the docs/ directory.",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,40
The function docstrings are written using the numpydoc extension for Sphinx. Make sure you check out its format guidelines before you start writing one.,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,41
Filing Issues,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,42
"We use GitHub issues to keep track of all issues and pull requests. Before opening an issue (which asks a question or reports a bug), please use GitHub search to look for existing issues (both open and closed) that may be similar.",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,43
Questions,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,44
Please don't use GitHub issues for support questions. A better place for them would be Stack Overflow. Make sure you tag them using the python-camelot tag.,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,45
Bug Reports,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,46
"In bug reports, make sure you include:",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,47
"- Your operating system type and Python version number, along with the version numbers of NumPy, OpenCV and Camelot. You can use the following code snippet to find this information:",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,48
- The complete traceback. Just adding the exception message or a part of the traceback won't help us fix your issue sooner.,0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,49
"- Steps to reproduce the bug, using code snippets. See Creating and highlighting code blocks.",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,50
"- A link to the PDF document that you were trying to extract tables from, telling us what you expected the code to do and what actually happened.",0,0,0,0,0,0,No categories identified.,atlanhq@camelot.xlsx,contributing,51
Contributing to Doctrine Extensions,0,0,0,0,0,0,No categories identified.,Atlantic18@DoctrineExtensions.xlsx,contributing,0
Thank you for your interest in contributing to Doctrine Extensions!,0,0,0,0,0,0,No categories identified.,Atlantic18@DoctrineExtensions.xlsx,contributing,1
Which Branch Should I Contribute To?,0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,2
"All pull requests should target the master branch, with a planned 3.0 major release.",0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,3
:warning: The v.2.4.x branch has been marked as legacy/deprecated.,0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,4
Pull Request Titles,0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,5
"Please include the name(s) of the related extensions as a ""tag"" in the
pull request title.",0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,6
[Tree] Add a new Oak Tree branching style,0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,7
Changelog,0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,8
"All updates must include an entry in the Changelog.
Put your entry in the [Unreleased] section at the top, under the
corresponding Extension and Category.",0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,9
"If there is a related GitHub issue, add it as a suffix to your change.",0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,10
"## [Unreleased]
### Loggable
#### Fixed",0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,11
- Allow emoji in the docs (#123),0,0,0,0,0,1,SC – Submit the changes,Atlantic18@DoctrineExtensions.xlsx,contributing,12
What You Can Contribute,0,1,0,0,0,0,CT – Choose a task,Atlantic18@DoctrineExtensions.xlsx,contributing,13
"Want to contribute but aren't sure where to start? Check out our
Issue Board!
There are lots of opportunities for helping other users with their issue,
or contributing a reported bug fix or feature request.",0,1,0,0,0,0,CT – Choose a task,Atlantic18@DoctrineExtensions.xlsx,contributing,14
Contributing,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,0
Thanks for considering contributing to react-beautiful-dnd! ??,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,1
There are a few categories of contribution so we'll go through them individually.,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,2
Documentation,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,3
If you think the docs could be improved - please feel free to raise a pull request!,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,4
Bug,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,5
If you spot a bug you are welcome to raise it on our issue page. You are also welcome to take a crack at fixing it if you like! When you create an issue you will be prompted with the details we would like you to provide.,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,6
Feature request,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,7
"If you would like to see a feature added to the library, here is what you do:",0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,8
"1.  Have a read of README.md to understand the motivations of this library. It is fairly opinionated and is not intended to be a universal drag and drop library. As such, it will not support every drag and drop interaction.",0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,9
2.  Have a search through the open and closed issues to see if the feature you are requesting as already been requested.,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,10
3.  Have a clear and general purpose keyboard story for any feature request,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,11
4.  Please create an issue to discuss it.,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,12
Please do not raise a pull request directly. There may be reasons why we will not add every feature to this library.,0,0,0,0,0,0,No categories identified.,atlassian@react-beautiful-dnd.xlsx,contributing,13
Large contributions,1,0,0,0,0,0,CF – Contribution flow,atlassian@react-beautiful-dnd.xlsx,contributing,14
"If you are interested in making a large contribution to this library there is some recommended reading / training we suggest. There is a large amount of different libraries, techniques and tools used in react-beautiful-dnd and we have created a list with resources about them. Not everything in the list will be applicable to everyone. But it is a great reference and starting point for those who do not know where to start.",1,0,0,0,0,0,CF – Contribution flow,atlassian@react-beautiful-dnd.xlsx,contributing,15
The online courses listed are no free - feel free to seek out alternatives if you want to. We recommend the egghead.io courses because they are quite comprehensive.,1,0,0,0,0,0,CF – Contribution flow,atlassian@react-beautiful-dnd.xlsx,contributing,16
General knowledge,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,17
- You Don't Know JS: This is an amazing resource that I recommend all the time. It is great for having a deeper understanding of the JavaScript language.,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,18
Technologies,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,19
React,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,20
This is a React project so getting familiar with React is a must!,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,21
- react,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,22
- An intro to using React,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,23
Redux,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,24
This project uses redux for its state management. If you have not used redux before it is worth getting familiar with it.,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,25
- redux: the library itself has really great docs,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,26
- Getting Started with Redux: the whole course,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,27
- Building React Applications with Idiomatic Redux: no need to do the lessons on react router or data fetching,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,28
- react-redux: react bindings for redux,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,29
"- reselect: we use reselect heavily to ensure that state selectors are as fast as they can be. Please have a read of its main page, especially the sharing Selectors with Props Across Multiple Components section.",0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,30
Testing,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,31
We test our application very thoroughly. Changes will not be accepted without tests,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,32
- jest: We use the jest test runner. It is worth getting familiar with it,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,33
- Test JavaScript with Jest,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,34
- React Testing Cookbook,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,35
Performance,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,36
Performance is critical to this project. Please get familiar with React performance considerations. Changes that break core performance characteristics will not be accepted.,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,37
- Performance optimisations for React applications,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,38
- Performance optimisations for React applications round 2,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,39
- React performance tools,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,40
- React performance documentation,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,41
"- React is slow, React is fast",0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,42
Flow,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,43
This codebase is typed with flow. Changes will not be merged without correct flow typing. If you are not sure about a particular use case let flow break the build and it can be discussed in the pull request.,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,44
- flow: the flow docs are great,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,45
- Up and Running with Facebook Flow for Typed JavaScript: a small primer for running flow,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,46
Drag and drop problem space,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,47
HTML5 drag and drop,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,48
"How this library performs dragging is an implementation detail. The api is what users interact with. That said, this library does not use the html5 drag and drop api. The main reason is that html5 drag and drop does not allow the level of control we need to create our powerful and beautiful experiences. I could go into detail but this is not the right forum.",0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,49
Here is some general reading about html5 drag and drop. It is worth having a read to get familiar with its ideas and api,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,50
- HTML5 drag and drop api,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,51
- HTML5 Rocks - dnd basics,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,52
- The HTML5 drag and drop disaster,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,53
- HTML5 drag and drop browser inconsistencies,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,54
Prior work,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,55
"It is worth looking at other libraries out there to see how they do drag and drop. Things to look at is their philosophy and api. react-beautiful-dnd is an opinionated, higher level abstraction than most drag and drop libraries. We do not need to support every use case. We need to find the right level of control while still maintaining a beautiful experience for the user, flexibility of use and a clean, powerful api.",0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,56
- react-dnd - react-beautiful-dnd draws a fair amount of inspiration from react-dnd. Something to keep in mind is that react-dnd is designed to provide a set of drag and drop primitives which is a different set of goals to this project.,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,57
- react-sortable-hoc - on the surface this library looks similar to react-beautiful-dnd. I created a comparison blog that explains the differences,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,58
- jQuery sortable - the king of drag and drop for a long time,0,0,0,0,1,0,DC – Deal with the code,atlassian@react-beautiful-dnd.xlsx,contributing,59
Contributing to Atom,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,0
":+1::tada: First off, thanks for taking the time to contribute! :tada::+1:",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,1
"The following is a set of guidelines for contributing to Atom and its packages, which are hosted in the Atom Organization on GitHub. These are mostly guidelines, not rules. Use your best judgment, and feel free to propose changes to this document in a pull request.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,2
Table Of Contents,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,3
Code of Conduct,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,4
"I don't want to read this whole thing, I just have a question!!!",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,5
What should I know before I get started?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,6
- Atom and Packages,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,7
- Atom Design Decisions,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,8
How Can I Contribute?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,9
- Reporting Bugs,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,10
- Suggesting Enhancements,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,11
- Your First Code Contribution,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,12
- Pull Requests,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,13
Styleguides,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,14
- Git Commit Messages,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,15
- JavaScript Styleguide,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,16
- CoffeeScript Styleguide,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,17
- Specs Styleguide,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,18
- Documentation Styleguide,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,19
Additional Notes,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,20
- Issue and Pull Request Labels,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,21
Code of Conduct,0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,22
"This project and everyone participating in it is governed by the Atom Code of Conduct. By participating, you are expected to uphold this code. Please report unacceptable behavior to atom@github.com.",0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,23
I don't want to read this whole thing I just have a question!!!,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,24
Note: Please don't file an issue to ask a question. You'll get faster results by using the resources below.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,25
We have an official message board with a detailed FAQ and where the community chimes in with helpful advice if you have questions.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,26
"- Discuss, the official Atom and Electron message board",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,27
- Atom FAQ,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,28
"If chat is more your speed, you can join the Atom and Electron Slack team:",0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,29
- Join the Atom and Electron Slack Team,0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,30
"- Even though Slack is a chat service, sometimes it takes several hours for community members to respond — please be patient!",0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,31
- Use the #atom channel for general questions or discussion about Atom,0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,32
- Use the #electron channel for questions about Electron,0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,33
- Use the #packages channel for questions or discussion about writing or contributing to Atom packages (both core and community),0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,34
- Use the #ui channel for questions and discussion about Atom UI and themes,0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,35
"- There are many other channels available, check the channel list",0,0,1,0,0,0,TC – Talk to the community,atom@atom.xlsx,contributing,36
What should I know before I get started?,1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,37
Atom and Packages,1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,38
"Atom is a large open source project — it's made up of over 200 repositories. When you initially consider contributing to Atom, you might be unsure about which of those 200 repositories implements the functionality you want to change or report a bug for. This section should help you with that.",1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,39
"Atom is intentionally very modular. Nearly every non-editor UI element you interact with comes from a package, even fundamental things like tabs and the status-bar. These packages are packages in the same way that packages in the Atom package repository are packages, with one difference: they are bundled into the default distribution.",1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,40
atom-packages,1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,41
"To get a sense for the packages that are bundled with Atom, you can go to Settings > Packages within Atom and take a look at the Core Packages section.",1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,42
Here's a list of the big ones:,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,43
"- atom/atom - Atom Core! The core editor component is responsible for basic text editing (e.g. cursors, selections, scrolling), text indentation, wrapping, and folding, text rendering, editor rendering, file system operations (e.g. saving), and installation and auto-updating. You should also use this repository for feedback related to the Atom API and for large, overarching design proposals.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,44
- tree-view - file and directory listing on the left of the UI.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,45
- fuzzy-finder - the quick file opener.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,46
- find-and-replace - all search and replace functionality.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,47
- tabs - the tabs for open editors at the top of the UI.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,48
- status-bar - the status bar at the bottom of the UI.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,49
- markdown-preview - the rendered markdown pane item.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,50
- settings-view - the settings UI pane item.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,51
"- autocomplete-plus - autocompletions shown while typing. Some languages have additional packages for autocompletion functionality, such as autocomplete-html.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,52
- git-diff - Git change indicators shown in the editor's gutter.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,53
"- language-javascript - all bundled languages are packages too, and each one has a separate package language-[name]. Use these for feedback on syntax highlighting issues that only appear for a specific language.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,54
"- one-dark-ui - the default UI styling for anything but the text editor. UI theme packages (i.e. packages with a -ui suffix) provide only styling and it's possible that a bundled package is responsible for a UI issue. There are other bundled UI themes, such as one-light-ui.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,55
"- one-dark-syntax - the default syntax highlighting styles applied for all languages. There are other bundled syntax themes, such as solarized-dark-syntax. You should use these packages for reporting issues that appear in many languages, but disappear if you change to another syntax theme.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,56
- apm - the apm command line tool (Atom Package Manager). You should use this repository for any contributions related to the apm tool and to publishing packages.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,57
- atom.io - the repository for feedback on the Atom.io website and the Atom.io package API used by apm.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,58
"There are many more, but this list should be a good starting point. For more information on how to work with Atom's official packages, see Contributing to Atom Packages.",1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,59
"Also, because Atom is so extensible, it's possible that a feature you've become accustomed to in Atom or an issue you're encountering isn't coming from a bundled package at all, but rather a community package you've installed. Each community package has its own repository too, the Atom FAQ has instructions on how to contact the maintainers of any Atom community package or theme.",1,0,0,0,0,0,CF – Contribution flow,atom@atom.xlsx,contributing,60
Package Conventions,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,61
There are a few conventions that have developed over time around packages:,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,62
- Packages that add one or more syntax highlighting grammars are named language-[language-name],0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,63
- Language packages can add other things besides just a grammar. Many offer commonly-used snippets. Try not to add too much though.,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,64
- Theme packages are split into two categories: UI and Syntax themes,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,65
- UI themes are named [theme-name]-ui,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,66
- Syntax themes are named [theme-name]-syntax,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,67
"- Often themes that are designed to work together are given the same root name, for example: one-dark-ui and one-dark-syntax",0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,68
- UI themes style everything outside of the editor pane — all of the green areas in the packages image above,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,69
"- Syntax themes style just the items inside the editor pane, mostly syntax highlighting",0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,70
- Packages that add autocomplete providers are named autocomplete-[what-they-autocomplete] — ex: autocomplete-css,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,71
Design Decisions,0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,72
"When we make a significant decision in how we maintain the project and what we can or cannot support, we will document it in the atom/design-decisions repository. If you have a question around how we do things, check to see if it is documented there. If it is not documented there, please open a new topic on Discuss, the official Atom message board and ask your question.",0,0,0,0,1,0,DC – Deal with the code,atom@atom.xlsx,contributing,73
How Can I Contribute?,0,1,0,0,0,0,CT – Choose a task,atom@atom.xlsx,contributing,74
