Paragraph,Label
"- agree to license the contributed code under CodeMirror's MIT
license.",SC – Submit the changes
"- Conventional Commits specification for commit ""structure""",SC – Submit the changes
Developers should use a virtualenv.,BW – Build local workspace
* @param  string|array  $loader,No categories identified.
"At this point, you're ready to make your changes! Feel free to ask for help;
everyone is a beginner at first :smile_cat:",CF – Contribution flow
"You can request a new feature by submitting an issue to our GitHub Repository.  If you
would like to implement a new feature then consider what kind of change it is:",No categories identified.
- You now force-push the changes to github. The pull-request is automatically updated.,SC – Submit the changes
git checkout -b my-feature-branch -t origin/master,BW – Build local workspace
Example: Class Implementation,No categories identified.
Styleguides,SC – Submit the changes
"We are not currently accepting new themes or languages into Carbon, except for in extenuating circumstances. Instead, we want to continue to provide ways for users to add their own themes and presets. Please feel free to still open an issue or PR for consideration, but know that there is a chance it will get closed without addition.",CT – Choose a task
- Join us on the Discussion Forums and take part in any conversations,TC – Talk to the community
- Limit the first line to 72 characters or less,SC – Submit the changes
Contributing to ChefSpec,No categories identified.
- Check the pull requests tab to ensure that the feature isn't already in progress.,No categories identified.
- Use single quotes for small symbol-like strings (but break the rules if the strings contain quotes),DC – Deal with the code
Reporting an Issue,No categories identified.
- Reporting issues,No categories identified.
How to Contribute,No categories identified.
- consensus for changes to consensus critical code,SC – Submit the changes
Piping guidelines,DC – Deal with the code
"3.  At the moment, there is no CLA (Contributor License Agreement), however I do intend to have one.",CF – Contribution flow
"This is a mature project, so it rarely takes on new features. We
mostly focus on stability, bug fixing, clarity, and performance,
in that order.",CF – Contribution flow
Also please make sure you are testing on the latest released version of Ansible or the development branch; see the Installation Guide for details.,No categories identified.
Committer responsibilities,No categories identified.
To boot up a test Rails app:,SC – Submit the changes
The header is mandatory and the scope of the header is optional.,SC – Submit the changes
How to report a bug,No categories identified.
"- If the issue happens while loading Bash-it, please also include your ~/.bash_profile or ~/.bashrc file,
as well as the install location of Bash-it (default should be ~/.bash_it).",No categories identified.
- Table of Contents created by gh-md-toc,No categories identified.
- Mobile device model and Android OS version.,SC – Submit the changes
Most of the methods in Foundation are lacking documentation. We appreciate your help in filling out documentation when you implement a method. Use the markdown syntax in the Swift Naming Guidelines.,No categories identified.
- Package Issue?,No categories identified.
"In dev mode, administrator username is root and password is test.",BW – Build local workspace
"When adding a new API, it might be the case that you need to add it to _golden-api.ts.",SC – Submit the changes
"- If your example fits into a chart type but involves significant configuration
it should be in the case studies category. If your example doesn't fit well
into any category then it can be included in the other charts category.",No categories identified.
"In addition, by making a contribution to specifications in this repository, you, on behalf of yourself, your employer, and its affiliates, are making those contributions subject to the obligations set forth in the OWF Contributor License Agreement 1.0 - Copyright and Patent.
Final specifications developed in this repository will be subject to the Open Web Foundation Final Specification Agreement (.  OWFa 1.0 will be applied as follows:",SC – Submit the changes
"/**
Sleep with a Promise.
`time` is the number of ms to sleep.",DC – Deal with the code
- Running Cassandra in IDEA guide,DC – Deal with the code
Contributing Guide,No categories identified.
Contributing,No categories identified.
- use Unix line-endings,DC – Deal with the code
"NOTE: When you are doing this, we almost always recommend you take the output of the build to another machine to do the testing, like the Chocolatey Test Environment.",No categories identified.
- Please also observe the following:,SC – Submit the changes
"- Before you report an issue, please search for related issues. Make sure you are not going to open a duplicate issue.",No categories identified.
3.  Invoke dotnet test --filter TestCategory!=Live (Skips live tests),No categories identified.
Requirements,CF – Contribution flow
- git-diff - Git change indicators shown in the editor's gutter.,No categories identified.
"You can also fix it yourself by reading the analysis code (of course, it's better to talk to us before that, maybe someone has fixed the same problem) and submit a [Pull Request] (./pull-request.md).",No categories identified.
"To contribute to apexcharts.js, fork the repository and clone it to your machine. See this GitHub help page for what forking and cloning means",No categories identified.
"On OSX the easiest way is probably by using PosgresApp. It should also be available to
install via homebrew or MacPorts if you prefer.",BW – Build local workspace
The following file locations may be helpful if you are looking for specific functionality:,BW – Build local workspace
"- Tell us how ""Aruba"" works for you",No categories identified.
"- When writing comments, use properly constructed sentences, including
punctuation.",DC – Deal with the code
Contributor License Agreement,SC – Submit the changes
That's essentially it.,No categories identified.
- Code of Conduct,No categories identified.
3.  Install the client-side dependencies with jspm:,SC – Submit the changes
- Use at most 80 characters per line.,DC – Deal with the code
Branch Strategy,No categories identified.
...please read some hints about issues first.,No categories identified.
- Debugging your changes,No categories identified.
5.  You can now push your code and open your Pull Request: git push <your-name> my_patch,SC – Submit the changes
- Search tickets before you file a new one. Add to tickets if you have new information about the issue.,No categories identified.
"After the 50 character summary and a blank line, you can include a body if necessary. Note that the 50 character summary does not end with any punctuation. Describe your changes in the imperative mood, e.g., ""Add foo to bar"", ""Update foo component for bar"", ""Fix race condition for foo"".",SC – Submit the changes
The steps to import the sources (based on Eclipse 2019-06) into Eclipse are as follows:,BW – Build local workspace
See developer documentation for this step.,SC – Submit the changes
"- If your snippet uses recursion, use the recursion tag and explain the base cases.",DC – Deal with the code
- Install NodeJS (13.x.x) if you plan to use C# code generation.,BW – Build local workspace
Contributing,No categories identified.
Project roles,No categories identified.
"```html
<md-content scroll-x scroll-y scroll-xy>
```",SC – Submit the changes
Step 2: Make your changes,SC – Submit the changes
"- merge commits via fixup, etc",SC – Submit the changes
Issues may be opened about wanting features in our Dashboard Service. In this case you should:,No categories identified.
7.  twine upload dist/coursera-dl-0.6.1.tar.gz to deploy the package.,No categories identified.
"If you are improving the quality of code, then justify/state exactly what you are 'cleaning up' in your Pull Request so as to save reviewers' time.",CF – Contribution flow
- Related Issues - has a similar issue been reported before?,No categories identified.
Fork the code if you haven't already done so.,BW – Build local workspace
- Installing Dependencies,No categories identified.
Install all dependencies:,BW – Build local workspace
Project Structure,CF – Contribution flow
"- The test directory has all tests, generally broken down by which transform
is most relevant. Nearly all tests simply give code as input and assert the
output code. Running a test in debug mode and stepping through different parts
of the code is a great way to learn how Sucrase works!",DC – Deal with the code
"If you have any questions, create an issue (protip: do a quick search first to see if someone else didn't ask the same question before!).
You can also reach us at hello@react-native-router-flux.opencollective.com.",No categories identified.
- If adding new feature:,SC – Submit the changes
Finding Reviewers,SC – Submit the changes
"- atoum version (sha1, phar, tag): get it with bin/atoum --version or php atoum.phar --version or git rev-parse --short HEAD,",No categories identified.
"postgres: {
user: 'myusername',
database: 'bookshelf_test',
password: 'secretpassword',
host: 'localhost',
port: 5432,
charset: 'utf8',
ssl: false
},",BW – Build local workspace
Step 3: Create a pull request,CF – Contribution flow
Caffe welcomes all contributions.,No categories identified.
"There are various areas that need support. If you are willing to help, pick a topic below and start
contributing. If you are unclear about anything, let me know and I will clarify.",CF – Contribution flow
- Add prefix [WIP] to title if not ready for review (WIP = work-in-progress). We recommend creating a PR with [WIP] first and remove it once you have passed CI test and read through your code changes at least once.,SC – Submit the changes
git checkout -b name-of-your-bugfix-or-feature,BW – Build local workspace
In brief,CF – Contribution flow
Submitting patches with bug fixes,SC – Submit the changes
docs(changelog): update change log to beta.5,No categories identified.
If you want to contribute documentation to the guides you are asked to send your changes to website repository: codeception.github.com,No categories identified.
- test: Adding missing tests,SC – Submit the changes
If an issue already exists you should:,No categories identified.
"- Rebase often, see below.",SC – Submit the changes
- https://github.com/axel-download-accelerator/axel/issues,CT – Choose a task
"Fork the project. Optionally, create a branch you want to work on.",SC – Submit the changes
Creating a feature request,No categories identified.
"- Scoped: One bug per report. Do not follow up with another bug inside one
report.",No categories identified.
Note: Be careful when using --force since you may lose data if you are not careful.,SC – Submit the changes
Pre-commit Hook,No categories identified.
"- If possible, please provide a screenshot of the error / issue.",No categories identified.
Reporting bugs effectively,No categories identified.
1.  run npm link from the forked module.,BW – Build local workspace
"If you're on your host computer and navigate to ~/assemblymade/coderwall (we're all there, right?) and make changes to your code while Vagrant is running you'll be able to see the changes reflected in Vagrant immediately. Try this.",BW – Build local workspace
Contributing,No categories identified.
- Squash your commits into one commit (see the next chapter).,SC – Submit the changes
- Be consistent with the code around you!,DC – Deal with the code
"In Ruby,
prefer symbols over strings (especially as hash keys)
when they do not potentially come from the user.
Symbols are typically faster, with no loss of readability.
There is one big exception:
Data from JSON should normally be accessed with strings,
since that's how Ruby normally reads it.
Rails normally uses the type ActiveSupport::HashWithIndifferentAccess,
where the difference between symbols and strings is ignored,
but JSON results use standard Ruby hashes where symbols and strings are
considered different; be careful to use the correct type in these cases.",DC – Deal with the code
git remote add upstream https://github.com/confluentinc/ksql.git,SC – Submit the changes
"2.  MINOR versions for backwards-compatible enhancements (e.g., performance improvements)",No categories identified.
"To run tests locally, just run ./gradlew test. Tests should always be run before pushing anything to the repo.",SC – Submit the changes
The dist/ folder within each module contains the packaged up language artifacts.,SC – Submit the changes
"A good bug report shouldn't leave others needing to chase you up for more
information. Please try to be as detailed as possible in your report. What is
your environment? What steps will reproduce the issue? What browser(s) and OS
experience the problem? Do other browsers show the bug differently? What
would you expect to be the outcome? All these details will help people to fix
any potential bugs.",No categories identified.
If you're unable to find an open issue related to the bug you've found go ahead and open a new issue. Be sure to include:,No categories identified.
"Simply run make release-major, make release-minor, or make-release-patch
and it will automatically do the following:",No categories identified.
"Questions, Bugs, Features",No categories identified.
Mailing List,TC – Talk to the community
Pull Requests,No categories identified.
Documenting,No categories identified.
"Labels on issues are managed by contributors, you don't have to worry about them. Here's a list of what they mean:",No categories identified.
- Check to make sure your feature suggestion isn't already present within the project.,CF – Contribution flow
Tests,SC – Submit the changes
"A commit message should observe the following (based on ""A Note About Git Commit Messages""):",SC – Submit the changes
New models,No categories identified.
Style Guide and Guidelines,DC – Deal with the code
"2.  Set your name and email (these should match the information on your submitted
CLA)",SC – Submit the changes
- Test that a new project runs correctly:,SC – Submit the changes
Live testing,No categories identified.
"- Making code more resilient (sleeps, backoffs, reducing flakiness, etc).",CF – Contribution flow
Got a Question or Problem?,No categories identified.
- Update version number in the docs table at the top,SC – Submit the changes
"If you happen to find any issue reported by these programs, I welcome you to
fix them.  Many of the issues are usually very easy to fix and they are a
great way to start contributing to this (and other projects in general).
Furthermore, we all benefit from a better code base.",CT – Choose a task
"Then open up for your test explorer (CTRL+E, T) and click Run All. If any fail, you might have set something up wrong locally.",SC – Submit the changes
- add,SC – Submit the changes
Coding Rules,DC – Deal with the code
The easiest way to sign-off a commit is to use the Git --signoff/-s flag: git commit -s.,SC – Submit the changes
"//##########################################################################
//#                                                                        #
//#                            MODULE NAME                                 #
//#                                                                        #
//#  This program is free software; you can redistribute it and/or modify  #
//#  it under the terms of the GNU General Public License as published by  #
//#  the Free Software Foundation; version 2 of the License.               #
//#                                                                        #
//#  This program is distributed in the hope that it will be useful,       #
//#  but WITHOUT ANY WARRANTY; without even the implied warranty of        #
//#  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the         #
//#  GNU General Public License for more details.                          #
//#                                                                        #
//#                             COPYRIGHT: XXX                             #
//#                                                                        #
//##########################################################################",No categories identified.
"Then, to run the tests, use:",SC – Submit the changes
"- Exception: If the string contains an apostrophe, use double quotes.",DC – Deal with the code
Tips about Pull Request,SC – Submit the changes
- yarn typescript: run tests for typescript definitions.,DC – Deal with the code
- A description of the workflow needed to reproduce the bug,No categories identified.
1.  Fork the repo and create your branch from master or specific version.,SC – Submit the changes
- GitHub pull request documentation,No categories identified.
- no trailing whitespace,DC – Deal with the code
git checkout -b feature/#777,SC – Submit the changes
- BallerinaLexer.g4: contains the lexer rules for Ballerina grammar. The lexer is responsible for tokenizing an input Ballerina source code.,SC – Submit the changes
"- Please prefix the title of your pull request with [MRG] (Ready for Merge), if the contribution is complete and ready for a detailed review. An incomplete pull request's title should be prefixed with [WIP] (to indicate a work in progress), and changed to [MRG] when it's complete. A good task list in the PR description will ensure that other people get a better idea of what it proposes to do, which will also increase collaboration.",SC – Submit the changes
Contributing to Boostnote (Korean),No categories identified.
"The best way to make sure your issue or feature is addressed is to submit a patch.
We accept patches through:",SC – Submit the changes
Contributing to Cube.js,No categories identified.
"The codebase is maintained using the ""contributor workflow"" where everyone
without exception contributes patch proposals using ""pull requests"" (PRs). This
facilitates social contribution, easy testing and peer review.",CF – Contribution flow
":warning: Unless it is a small hot fix, before you write any code and get your hands dirty, please open an issue or make a WIP pull request to elaborate what you are trying to do and how you are going to implement it. Just to make sure we are on the same page and nobody's time and effort are wasted.",CF – Contribution flow
"Before you submit an issue, search the archive, maybe your question was already answered.",No categories identified.
See what you changed,SC – Submit the changes
"On your computer, follow these steps to setup a local repository for working on Apache Shiro:",BW – Build local workspace
"git checkout dev
git fetch upstream
git merge --ff-only upstream/dev",SC – Submit the changes
"- Code Review on
Pull Requests.
This is one of the most valuable ways to contribute, because it helps
to improve code and features, and helps to find bugs, before the code
gets merged. A little bit of time investment from just a few people on
each pull request goes a long way to increasing the quality of the
final product. For tips on how to participate in pull requests please
view the
README.md.",CT – Choose a task
Every contributor has to sign the contributor's license agreement (CLA) to establish a legal trust between the project and its contributors.,CF – Contribution flow
$ composer install,SC – Submit the changes
Developing,No categories identified.
composer fix-style,DC – Deal with the code
2.  Make sure yarn is globally installed (npm install -g yarn),CF – Contribution flow
Creating Action Creators,DC – Deal with the code
$ git push origin <your-feature>,SC – Submit the changes
"If the commit reverts a previous commit, it should begin with revert: , followed by the header of the reverted commit.",SC – Submit the changes
- Reviewing pull requests,No categories identified.
Thank you to all the people who have already contributed to mongoose!,No categories identified.
Please follow this simple checklist before submitting:,No categories identified.
- [dir] ceph-releases: change flavor specification(s) in the ceph-container dir,No categories identified.
$ yarn link @aws-amplify/auth,SC – Submit the changes
Matching Coding Standards,DC – Deal with the code
- Create a topic branch from where you want to base your work.,SC – Submit the changes
"Try and avoid making breaking changes. Those take more time to ship. Instead make the new behavior opt-in. This way your feature can ship, and you can use it, on its own schedule.",CF – Contribution flow
- Make a suggestion,No categories identified.
Create a pull request,SC – Submit the changes
"- When using the $BASH_IT variable, please always enclose it in double quotes to ensure that the code also works when Bash-it is installed in a directory that contains spaces in its name: for f in ""${BASH_IT}/plugins/available""/*.bash ; do echo ""$f"" ; done",DC – Deal with the code
"- ... Don't update the wiki until your change is merged and released, but make a note in your pull request so we don't
forget.",SC – Submit the changes
- R,CF – Contribution flow
Cube.js works with Node.js 8+ and uses yarn as a package manager.,BW – Build local workspace
- run the bash script tests in tests-ng directory,SC – Submit the changes
- Treat describe as a noun or situation.,DC – Deal with the code
- Which operating system (distribution) are you using at which version?,No categories identified.
Git Commit Specific,SC – Submit the changes
- Add tests! - Your patch won't be accepted if it doesn't have tests.,SC – Submit the changes
"You must sign your work, certifying that you either wrote the work or otherwise have the right to pass it on to an open source project. git makes this trivial as you merely have to use --signoff on your commits to your CodeIgniter fork.",SC – Submit the changes
Documentation,No categories identified.
git push origin my-feature-branch,SC – Submit the changes
Contributing to the documentation,No categories identified.
"(Of course, if you already have all the evidence, feel free to submit a new issue right away!)",No categories identified.
"# Create a new branch for development. The name of branch should be semantic, avoiding words like 'update' or 'tmp'. We suggest to use feature/xxx, if the modification is about to implement a new feature.
$ git checkout -b branch-name",SC – Submit the changes
"- If you just want to build one or the other, you can run rake build:php or rake build:rb.",BW – Build local workspace
- http://rawpedia.rawtherapee.com/How_to_write_useful_bug_reports,No categories identified.
Hacking,DC – Deal with the code
2.  Run PHPLoy,SC – Submit the changes
"- Beginner issues - issues which should only require a few lines of code, and a test or two.",CT – Choose a task
"- If you are an individual writing original source code and you're sure you
own the intellectual property, then you'll need to sign an [individual CLA]
(https://cla.developers.google.com).",SC – Submit the changes
GitHub provides additional document on forking a repository and creating a pull request.,SC – Submit the changes
1.  Add it after all other virtual functions.,No categories identified.
- paulmillr/chokidar is behind Brunch's file watching magic.,No categories identified.
Lorsque vous signalez un probl,No categories identified.
"pre-commit run
# OR
pre-commit run --all-files",SC – Submit the changes
Contributing to Ransack,No categories identified.
- @schematics/angular,SC – Submit the changes
- You should run php build and check the PHAR file works before submitting your pull request. You may need to change phar.readonly php.ini setting to 0 or run the command as php -d phar.readonly=0 build.,SC – Submit the changes
"Pull requests that touch parts of the code formerly tested by these disabled tests must also convert the AspectMock test to Prophecy or some other mocking system. Alternately, getting AspectMock working again on the master and 1.x branches is another option, if someone wants to stand up to do that work.",SC – Submit the changes
Code of Conduct,TC – Talk to the community
- Please do not derail or troll issues. Keep the discussion on topic and respect the opinions of others.,No categories identified.
"It's convenient to link @cubejs-backend/server-core into your project for manual tests of changes of backend code.
Cube.js uses yarn as package manager instead of npm.
In order to link @cubejs-backend/server-core:",BW – Build local workspace
"Note: the optional commit -a command line option will automatically ""add"" and ""rm"" edited files.",SC – Submit the changes
"If an update fails, you can use this to undo it:",No categories identified.
"- Once you modify the javadoc, you'll need to rebuild the component and the .adoc will be automatically updated",No categories identified.
The subject contains a succinct description of the change:,SC – Submit the changes
"Please sign our Contributor License Agreement (CLA) before sending pull requests. For any code
changes to be accepted, the CLA must be signed. It's a quick process, we promise!",SC – Submit the changes
"Any changes made to one implementation must be also made to the other implementation.  This is required.  Every time we make an exception to this requirement the project becomes harder to maintain.  This will become painfully clear, should you find yourself unable to port changes from one implementation to the other due to implementations being out of sync. We made this a requirement several years ago and there are still open issues for changes that people promised to port ""in the next week or two"".  The entire HTML beautifier is an example of this. :(",DC – Deal with the code
2.  Check if the issue has been fixed — try to reproduce it using the latest master or development branch in the repository.,No categories identified.
"Interested in contributing? As an open source project, we'd appreciate any help
and contributions! On top of the A-Frame framework itself, you can also
contribute to these related projects:",No categories identified.
- Ruby Styleguide,DC – Deal with the code
- run the unittest available in tests directory,SC – Submit the changes
"We don't use the git-flow tools, but this is useful anyway.",SC – Submit the changes
Any line of the commit message cannot be longer than 100 characters.,SC – Submit the changes
Note: this will only work if viewer is not already running.,No categories identified.
"- If you're unable to find an open issue addressing the problem, open a new one. Be sure to include a title and clear description, as much relevant information as possible, and a code sample or an executable test case demonstrating the expected behavior that is not occurring.",No categories identified.
"- files.yaml, folders.yaml : The keys are sorted alphabetically.",CF – Contribution flow
This doesn't mean your code was wrong ? my changes are often very subjective.,CF – Contribution flow
You must also provide a descriptive title.,No categories identified.
Development Guide,CF – Contribution flow
"Greetings. Firstly, if you're thinking of contributing to
beanstalkd, thank you! It's the hard work of people like you that
keeps beanstalkd a high-quality codebase and running smoothly in
the demanding, high-volume production environment of the servers
of many organizations around the world.",No categories identified.
- ci(@angular/cli): fix publishing workflow,SC – Submit the changes
git clone git@github.com:your-username/react-color.git,BW – Build local workspace
"1.  An individual contributes actively via discussions (reporting bugs, giving feedback to existing or opening new issues) and / or pull requests",CF – Contribution flow
"- Additionally, for any viewer or parliament changes, verify that all UI tests pass by runnning ./tests.pl --viewer",SC – Submit the changes
Thank you,No categories identified.
- Submitting a fix,No categories identified.
$ TEST_ONLY=babel-parser make test-only,SC – Submit the changes
"- Enclose all variables in double quotes when used to avoid having them
interpreted as glob patterns (unless the variable contains a glob pattern)
and to avoid word splitting when the value contains spaces. Both scenarios
can introduce errors that often prove difficult to diagnose.",DC – Deal with the code
- Matt Wynne (@mattwynne),No categories identified.
15. Have your branch get merged in! :star2:,SC – Submit the changes
4.  Allow the project the Unlimited Rights to your contribution,SC – Submit the changes
Contribution Guidelines,CF – Contribution flow
Step 2: Install yarn & lerna,BW – Build local workspace
- 4 SPACES - tabs do not exist :),DC – Deal with the code
"- For corporations we'll need you to
print, sign and one of scan+email, fax or mail the form.",SC – Submit the changes
"Go through the following points, before creating a new PR.",CF – Contribution flow
"Providing the following information will increase the chances of your issue being dealt with
quickly:",No categories identified.
Before submitting a feature or substantial code contribution please discuss it with the team and ensure it follows the product roadmap. Here's a list of blog posts that are worth reading before doing a pull request:,SC – Submit the changes
"master
?
develop         <--- PR(bugfix/typo/3rd-PR)
? PR
{type}/{description}",SC – Submit the changes
"However, this will be time consuming. In this section we'll describe some common issues you may encounter and some more
targeted commands you can run to resolve your issue.",BW – Build local workspace
Licensing is very important to open source projects. It helps ensure the software continues to be available under the terms that the author desired.,SC – Submit the changes
Keeping your fork up-to-date,No categories identified.
"$ git clean -fqdx .
$ yarn build",BW – Build local workspace
"- If we suggest changes, then:",CF – Contribution flow
"2.  You check existing open, and recently merged, pull requests to make sure someone else hasn't addressed the problem already.",CF – Contribution flow
"When you open a Pull Request to the API Platform project, you agree to license your code under the MIT license
and to transfer the copyright on the submitted code to K",SC – Submit the changes
"Note: the optional commit -a command line option will automatically ""add"" and ""rm"" edited files.",SC – Submit the changes
- AzureRM module bug report,No categories identified.
- Make your changes in a new git branch:,SC – Submit the changes
- Get any changes from upstream.,SC – Submit the changes
"git clone git@github.com:alangpierce/sucrase.git
cd sucrase
yarn  # Install dependencies.
yarn test  # Run tests.
yarn build  # Build Sucrase.
yarn fast-build  # Quickly build Sucrase for development.
yarn release 1.2.3  # Run the release script, releasing version 1.2.3.",BW – Build local workspace
4.  Push your changes to your fork (git push origin my_awesome_feature),SC – Submit the changes
- Search existing pull requests and issues to be sure it hasn't already been reported. If you have additional information to provide about an existing issue then please comment on that issue. If you simply want to express your support then use the Reactions feature.,No categories identified.
- master branch,SC – Submit the changes
"- Checkout a new topic branch from master branch, and merge back against master branch.",SC – Submit the changes
Usage Questions,No categories identified.
"6.  Before submitting a pull request, combine (""squash"") related commits into a single one",CF – Contribution flow
- You can offer url or axios config (See mojidict dictionary). All results from previous requests will be passed to the next request as array.,DC – Deal with the code
- Employees should,No categories identified.
If you found a bug and made a patch for it:,SC – Submit the changes
Do you intend to add a new feature or change an existing one?,CF – Contribution flow
- ci: Changes to our CI configuration files and scripts,SC – Submit the changes
- #cnab Slack channel in the CNCF Slack org,TC – Talk to the community
Note that:,No categories identified.
"Cookiecutter is designed to do one thing, and do that one thing very well.",No categories identified.
"In the interest of fostering an open and welcoming environment, we as contributors and maintainers pledge to making
participation in our project and our community a harassment-free experience for everyone, regardless of age, body size,
disability, ethnicity, gender identity and expression, level of experience, nationality, personal appearance, race,
religion, or sexual identity and orientation.",TC – Talk to the community
- chore: Other changes that don't modify src or test files,SC – Submit the changes
"To see the changes that you have selected to be part of your commit, use:",SC – Submit the changes
Want a Feature?,No categories identified.
"Before you submit an issue, search the archive, maybe your question was already answered.",No categories identified.
"To ensure a consistent code base, you should make sure the code follows
the PSR-2 Coding Standards. You can also
run php-cs-fixer with the
configuration file that can be found in the project root directory.",DC – Deal with the code
"Most IDEs can create nice patches now very easily. e.g. in Eclipse just right click on a file/directory and select Team -> Create Patch. Then just save the patch as a file and attach it to the corresponding issue on our https://issues.apache.org/jira/browse/CAMEL[JIRA issue tracker].
If you're a command line person try the following to create the patch",SC – Submit the changes
Please read and follow our Code of Conduct.,TC – Talk to the community
- Commit messages:,SC – Submit the changes
Requirements,No categories identified.
Questions,TC – Talk to the community
3.  Examples,CF – Contribution flow
- Maximum line width for code and comments: 100,DC – Deal with the code
Pull Request Checklist,SC – Submit the changes
- npm run build creates lib and dist folder with all the packages.,BW – Build local workspace
Parameter guidelines,DC – Deal with the code
- Update README.md with correct cdn links,SC – Submit the changes
"|                   | Linux (Ubuntu 16.04) | MacOS 10.13 | Windows Server 2016 |
| ----------------- | -------------------- | ----------- | ------------------- |
| .NET Core 2.1 | x                    | x           | x                   |",No categories identified.
"BUNDLE_GEMFILE=gemfiles/rails_6.0.rb bundle install
BUNDLE_GEMFILE=gemfiles/rails_6.0.rb bundle exec rake",SC – Submit the changes
"This is another kind of defined type, an Enumeration Type,
also called enums.",No categories identified.
"To start looking the source code, see how it is organized in
src/README.md
file.",DC – Deal with the code
- Describe the exact steps to reproduce the problem,No categories identified.
See our document on installing cypress,No categories identified.
"Please ensure that your change still passes unit tests, and ideally integration/UI tests. It's OK if you're still working on tests at the time that you submit, but be prepared to be asked about them. Wherever possible, pull requests should contain tests as appropriate. Bugfixes should contain tests that exercise the corrected behavior (i.e., the test should fail without the bugfix and pass with it), and new features should be accompanied by tests exercising the feature.",SC – Submit the changes
"Adding new functionality or changing existing functionality is a good opportunity to increase Bash-it's test coverage.
When you're changing the Bash-it codebase, please consider adding some unit tests that cover the new or changed functionality.
Ideally, when fixing a bug, a matching unit test that verifies that the bug is no longer present, is added at the same time.",SC – Submit the changes
Running Tests,SC – Submit the changes
Type,SC – Submit the changes
7.  git push --tags origin 4-3-stable,SC – Submit the changes
- When working with the editor utilize the active object whenever possible instead of going direct to the editor,DC – Deal with the code
3.  Git assemblymade/coderwall,BW – Build local workspace
"type StateProps = {
notes: T.NoteEntity[];
}",DC – Deal with the code
"Thank you for your interest in contributing to our project. Whether it's a bug report, new feature, correction, or additional
documentation, we greatly value feedback and contributions from our community.",No categories identified.
"Note: Some changes have additional requirements. Refer to the section below
to see if your change will require additional work to be accepted.",SC – Submit the changes
Coding style,DC – Deal with the code
Test that your changes don't break existing functionality,SC – Submit the changes
- yarn test: run unit tests with jest.,SC – Submit the changes
Contributing to CodeTriage,No categories identified.
"I try to get pull requests checked in quickly, but many stall out before getting merged for one
of the reasons below.",No categories identified.
$ git pull upstream master,SC – Submit the changes
Etiquette,No categories identified.
"- You could use git cz with a CLI interface to replace git commit command, it will help you to build a proper commit-message, see commitizen.",SC – Submit the changes
"- You are legally able to provide and license your contributions as stated,",SC – Submit the changes
"- A list of things which are not meant to work, if any",No categories identified.
"Any other information you want to share that is relevant to the issue being
reported. This might include the lines of code that you have identified as
causing the bug, and potential solutions (and your opinions on their
merits).",No categories identified.
"Any line of the commit message cannot be longer 100 characters! This allows the message to be easier
to read on GitHub as well as in various git tools.",SC – Submit the changes
$ git clone git://github.com/berkshelf/berkshelf.git,BW – Build local workspace
- Setup,No categories identified.
- What you expected would happen,No categories identified.
"- ex. enum Types { TYPE_1, TYPE_2, TYPE_UNKNOWN }.",No categories identified.
"If you need to change the test suite, explain in the commit message why it
needs to be changed (e.g., the page layout or the authentication methods
from coursera changed, or they implemented a new kind of course).",SC – Submit the changes
"7.  If you've changed APIs, remember to update the documentation under docs/.",CF – Contribution flow
"- Where bugs are fixed, where possible, there should be unit tests
demonstrating the bug and also proving the fix. This helps prevent regression.",SC – Submit the changes
- Use the C++11 standard whenever possible.,DC – Deal with the code
FAQ: I see an error when opening the solution,No categories identified.
"*    This program is distributed in the hope that it will be useful,",No categories identified.
1)  https://yandex.ru/legal/cla/?lang=en (in English) and,SC – Submit the changes
- Reporting Issues,No categories identified.
"# This starts the test databases
docker-compose up -d",BW – Build local workspace
- The pull request must have a description. The description should explain what you did and how its effects can be seen.,SC – Submit the changes
"Commit messages should be verbose by default consisting of a short subject line
(50 chars max), a blank line and detailed explanatory text as separate
paragraph(s), unless the title alone is self-explanatory (like ""Corrected typo
in init.cpp"") in which case a single title line is sufficient. Commit messages should be
helpful to people reading your code in the future, so explain the reasoning for
your decisions. Further explanation here.",SC – Submit the changes
Developer's Certificate of Origin 1.1,SC – Submit the changes
- Put macro definitions inside share_lib/include/config.h if you have to use macro.,DC – Deal with the code
"- Comments should be generally avoided. If the code would not be understood without comments, consider re-writing the code to make it self-explanatory.",DC – Deal with the code
- Rebase your branch and force push to your GitHub repository (this will update your Pull Request):,SC – Submit the changes
"Each commit message consists of a header, a body and a footer.  The header has a special
format that includes a type, a scope and a subject:",SC – Submit the changes
Get Connected,No categories identified.
"2.  Fork the Mbed TLS repository on GitHub to start making your changes. As a general rule, you should use the ""development"" branch as a basis.",CF – Contribution flow
"Please do not use the issue tracker for personal support requests. Stack
Overflow is a better place for that where a wider community can help you!",No categories identified.
- Steps - Steps on recreating the issue.,No categories identified.
Running Tests,SC – Submit the changes
"git clone git@github.com:your-username/incubator-superset.git
cd incubator-superset",BW – Build local workspace
We may ask you to sign a Contributor License Agreement (CLA) for larger changes.,No categories identified.
"6.  Run the full test suite, and ensure that all tests pass.",SC – Submit the changes
- Submit an issue ticket for your issue if the is no one yet.,CF – Contribution flow
- A reproducible test case or series of steps,No categories identified.
4.  Run npm install to get dependencies and npm start to serve the test examples.,CF – Contribution flow
You can also achieve this from the command line.,No categories identified.
