Paragraph,Label
"- Optional If the PR fixes an existing Github issue, you may add the link to the corresponding issue in the PR.",SC – Submit the changes
Core source base of ceph-container - src/,No categories identified.
Guide below will explain the process of submitting a pull request (PR).,No categories identified.
1.  Fork the project in your account and create a new branch: your-great-feature.,No categories identified.
"If you're going to contribute code then just fork our repo, write your thing,
and submit a pull request.",No categories identified.
"On ubuntu 16, it's as simple of editing this file:
/etc/NetworkManager/dnsmasq.d/dnsmasq-localhost.conf (create if does not exist)
And add this line to it: address=/captain.localhost/192.168.1.2 where 192.168.1.2 is your local IP address.
To make sure you have dnsmasq, you can run which dnsmasq on your terminal, if it's available,
path of it will be printed on the terminal, otherwise, there won't be anything printed on your terminal.",BW – Build local workspace
If they listed an older version of Cypress in their issue. We don't want to spend the time to set up a reproducible project (which can be time consuming) only to find that bumping the Cypress version fixes it. You should:,No categories identified.
Here are some resources to get you started:,No categories identified.
- If you are fixing a bug:,SC – Submit the changes
- docs: Documentation only changes,SC – Submit the changes
Refer to the Git manual for any information about git.,SC – Submit the changes
- Nominate PM for next stable version.,SC – Submit the changes
"We do our best to incorporate translation changes as frequently as possible, but sometimes new updates are delayed. If you have completed a significant translation project, please feel free to give us a gentle reminder by creating a Github issue. Once the translations have been updated, we will close the issue to let you know.",No categories identified.
4.  Internal pull-requests to solicit feedback are encouraged for any other non-trivial contribution but left to the discretion of the contributor.,No categories identified.
git push my-fork --delete my-fix-branch,SC – Submit the changes
Code of Conduct,TC – Talk to the community
- refactor: A code change that neither fixes a bug nor adds a feature,SC – Submit the changes
- username-issueNumber-anythingYouWant,SC – Submit the changes
- feat: A new feature,SC – Submit the changes
Coding Style,DC – Deal with the code
Improving documentation,No categories identified.
- Add features,No categories identified.
3.  Clone the project git clone git@github.com:[YOUR GITHUB USERNAME]/aasm.git,No categories identified.
You can help new versions of the client.,No categories identified.
- Issues and Bugs,No categories identified.
"- one-dark-ui - the default UI styling for anything but the text editor. UI theme packages (i.e. packages with a -ui suffix) provide only styling and it's possible that a bundled package is responsible for a UI issue. There are other bundled UI themes, such as one-light-ui.",No categories identified.
"$ xcodeproj target-diff
$ xcodeproj project-diff",No categories identified.
"<type>(<scope>): <subject>
<BLANK LINE>
<body>
<BLANK LINE>
<footer>",SC – Submit the changes
"If we are not using something, it is most likely that one of the following
options applies:",No categories identified.
We require that all contributions meet at least the following guidelines:,DC – Deal with the code
Contributing to MyProject,No categories identified.
"5.  Make your change, add tests, and make sure the tests still pass",No categories identified.
"LIGHT_MESSAGES = {
'English': ""There are %(number_of_lights)s lights."",
'Pirate':  ""Arr! Thar be %(number_of_lights)s lights.""
}
def lights_message(language, number_of_lights):
""""""Return a language-appropriate string reporting the light count.""""""
return LIGHT_MESSAGES[language] % locals()
def is_pirate(message):
""""""Return True if the given message sounds piratical.""""""
return re.search(r""(?i)(arr|avast|yohoho)!"", message) is not None",No categories identified.
- npm run static-serve to load the application along with the service worker asset using live-server,SC – Submit the changes
- aws-amplify-react,No categories identified.
"The issue tracker is the preferred channel for bug reports,
features requests, support requests (#support) and submitting pull
requests, but please respect the following restrictions:",TC – Talk to the community
- commit and push with [ci skip],SC – Submit the changes
"When requesting or submitting new features, first consider whether it might be useful to others. Open
source projects are used by many developers, who may have entirely different needs to your own. Think about
whether or not your feature is likely to be used by other users of the project.",No categories identified.
"We want to fix all the issues as soon as possible, but before fixing a bug we need to reproduce and confirm it.
In order to reproduce bugs we might ask you to provide a minimal reproduction scenario in a fork of this project on
GitHub. Having a live, reproducible scenario gives us wealth of important information without going back & forth to you
with additional questions like:",No categories identified.
Non-Windows command line build,No categories identified.
- all letters in upper case,DC – Deal with the code
"# 2. watch packages
$ npm run watch",BW – Build local workspace
Basic Guidelines,No categories identified.
feat(date-fns): description of awesome feature,SC – Submit the changes
"Try to keep lines of code around 100 characters in length or less, though this is not a hard limit.
If you're a few characters over then don't worry too much.",DC – Deal with the code
"- Submit proposed changes or additions as GitHub pull requests that follow the
Pull Request Guidelines.",SC – Submit the changes
- W3C link checker https://validator.w3.org/checklink,No categories identified.
"When requesting support describe the issue as much in detail as possible. Consider to
provide the following information:",No categories identified.
Code Review of Dependency Updates,No categories identified.
"| Label name             | Description                                                        |
| ---------------------- | ------------------------------------------------------------------ |
| Community Contribution | Pull requests that have been created by a member of the community. |
| duplicate              | Duplicate of other pull requests.                                  |
| Enhancement            | Pull requests that add additional features or functionality.       |
| In Review              | Currently in-review and requires additional work from creator.     |
| Needs Tests            | Pull requests that require unit tests before they can be merged.  |
| Ready to Merge         | Pull requests that have both been assessed and code reviewed.      |
| Wrong Branch           | Pull requests that have been created to the wrong branch.          |",No categories identified.
- Treat it as a statement about state or how an operation changes state.,DC – Deal with the code
Why don't you add it now?,No categories identified.
Branch Management,SC – Submit the changes
Commit Message Format,SC – Submit the changes
We use shared_ptrs a lot. Usually they are in the form of a typedef'ed ObjectRef to save the user a bit of typing (the Ref suffix is short for 'reference counted object'):,DC – Deal with the code
"At 0x we use Semantic Versioning for all our published packages. If a change you make corresponds to a semver bump, you must modify the package's CHANGELOG.json file accordingly.",SC – Submit the changes
- PSR-2 Coding Standard - The easiest way to apply the conventions is to install PHP Code Sniffer.,DC – Deal with the code
- Before you submit,No categories identified.
- Callouts for other fixes made by core contributors with links to issue.,No categories identified.
A bug is a demonstrable problem that is caused by the code in the repository.,No categories identified.
"// Lines prefixed with the below comment format will be ignored by the snippet updater.
/*@@*/ string ignored = ""this code will not appear in the snippet markdown"";",No categories identified.
Contributing,No categories identified.
Usually all Maven builds are to be run with skipped tests:,BW – Build local workspace
Certbot Contributing Guide,No categories identified.
"php artisan ui vue --auth
php artisan migrate",BW – Build local workspace
Lets get started!!!,No categories identified.
"Although we use Docker in local development and on our testing and demonstration servers, sometimes a problem will occur that stops a particular host from working with our application. If you're a user affected by such an issue, we encourage you to advise us by creating a Github issue, especially if there is a known solution to the issue that we can apply.",No categories identified.
"cd camel-ftp
mvn clean install -Psourcecheck",DC – Deal with the code
- Read it to check for nastiness.,DC – Deal with the code
"Then, you can start over and include only what you meant to put in a single
commit.",SC – Submit the changes
- All case statements inside a switch need an extra indent,DC – Deal with the code
2.  Create topic branch,No categories identified.
"sudo apt-get install -y postgresql-server-dev-11 postgresql-11 \
libreadline-dev libselinux1-dev libxslt-dev  \
libpam0g-dev git flex make libssl-dev    \
libicu-dev \
libkrb5-dev libcurl4-gnutls-dev autoconf",BW – Build local workspace
"Looking at the existing issues is a great way to find something to contribute on. As our projects, by default, use the default GitHub issue labels (enhancement/bug/duplicate/help wanted/invalid/question/wontfix), looking at any 'help wanted' issues is a great place to start.",CT – Choose a task
"Don't be discouraged if your pull request is rejected. This is not a deadline and sometimes with a proper explanation on your side, we are persuaded to merge in the request. Just remember that this is a library for everyone and as such must meet certain, generic rules that we would like to believe are following.",SC – Submit the changes
"The cf-release repository is a BOSH
release for Cloud Foundry.",No categories identified.
"- memory usage as reported by a tool such as
memusg",No categories identified.
- 1. I'm reporting a bug,No categories identified.
Current TSC members,No categories identified.
- git config core.symlinks false,BW – Build local workspace
"Azkaban follows the Google code style. The template file,
az-intellij-style.xml, can be found in the root directory. It's based on the
intellij-java-google-style.xml config file from the google/styleguide project.",DC – Deal with the code
"Pull requests for bugs may be sent without creating any proposal issue. If you believe that you know of a solution for a bug that has been filed, please leave a comment detailing your proposed fix.",SC – Submit the changes
- http://justinhileman.info/article/changing-history/,SC – Submit the changes
Did you write a patch that fixes a bug?,No categories identified.
"If you don't want to go to the trouble of performing the changes explained in the previous two sections you can instead
use a config file that tells the test suite about your current database setup.",BW – Build local workspace
"In the interest of fostering an open and welcoming environment, we as
contributors and maintainers pledge to making participation in our project and
our community a harassment-free experience for everyone, regardless of age, body
size, disability, ethnicity, gender identity and expression, level of experience,
nationality, personal appearance, race, religion, or sexual identity and
orientation.",TC – Talk to the community
"- For a Major Feature, first open an issue and outline your proposal so that it can be
discussed. This will also allow us to better coordinate our efforts, prevent duplication of work,
and help you to craft the change so that it is successfully accepted into the project.",No categories identified.
"<type>(<scope>): <subject>
<BLANK LINE>
<body>
<BLANK LINE>
<footer>",SC – Submit the changes
- Being respectful of differing viewpoints and experiences,No categories identified.
The easiest way to sign-off a commit is to use the Git --signoff/-s flag: git commit -s.,SC – Submit the changes
"When implementing private functionality that isn't part of the jQuery API, please opt for:",DC – Deal with the code
git commit -a,SC – Submit the changes
5.  Run you code to make sure it works. If you're still having problems please try to run make clean and then test your code again.,No categories identified.
The general flow for making a change to the script host is:,No categories identified.
"We favor pull requests with very small, single commits with a single purpose.",SC – Submit the changes
"- If you are using WPF/OffScreen run
cefclient.exe --multi-threaded-message-loop --off-screen-rendering-enabled --enable-gpu --no-sandbox --disable-site-isolation-trials",No categories identified.
How to contribute,No categories identified.
"If there is, make relevant comments and add your reaction. Use a reaction in place of a ""+1"" comment:",No categories identified.
"??? pull request? ????, ?? ??? ?? ???? BoostIO? ????? ?? ????? ?????.",No categories identified.
"Where my-new-branch is the branch that you created for this set of changes
(you remember that, right?). If everything goes correctly, then, after a few
seconds, your changes will be right there on the cloud, on github! Yay!",SC – Submit the changes
"- Update any documentation: docblocks, README, etc.",SC – Submit the changes
"If you create a Cookiecutter template, submit a pull request adding it to README.md.",No categories identified.
Linking Server Core for Development,No categories identified.
"- This repository uses .editorconfig, eslint (airbnb) and prettier for linting and formating to make coding style consistent throughout the repository, which will automatically run on git commit.",DC – Deal with the code
"To report a security issue, please DO NOT start by filing a public issue or posting to the forums; instead send a private email to fdb-oss-security@group.apple.com.",No categories identified.
"When opening an issue, there is a provided issue template. If the opened issue does not provide enough information asked from the issue template you should:",No categories identified.
- For individuals we have a simple click-through form.,SC – Submit the changes
"- Note: This also helps avoid subtle bugs, as trying to initialize one
variable using the value of another declared in the same statement will
not do what you may expect. The initialization of the first variable will
not yet be complete when the second variable is declared, so the first
variable will have an empty value.",DC – Deal with the code
Developers,No categories identified.
"First, if you're opening a Github issue make sure it goes to the correct repository:",No categories identified.
compodoc ...,BW – Build local workspace
Some hints:,No categories identified.
- How can we reproduce the problem you're having?,No categories identified.
- Az module bug report,No categories identified.
- https://help.github.com/articles/about-commit-email-addresses/,No categories identified.
"If the commit reverts a previous commit, it should begin with revert: , followed by the header of
the reverted commit. In the body it should say: This reverts commit <hash>., where the hash is
the SHA of the commit being reverted.",SC – Submit the changes
0.  master branch,SC – Submit the changes
- docs: Documentation only changes,SC – Submit the changes
Releases & Versioning,No categories identified.
Etiquette,No categories identified.
"- Travis CI is linked to PRs, so, all tests will get executed on creation/updation of a PR.
The status is visible on the GitHub PR page.",SC – Submit the changes
- fix: A bug fix,SC – Submit the changes
5.  Issue the pull request using the PULL_REQUEST_TEMPLATE.md,SC – Submit the changes
After your pull request is merged,SC – Submit the changes
- Test suite & development environment improvements.,CT – Choose a task
Either way when you're ready to resume working just vagrant up and you're good to go.,BW – Build local workspace
5.  Contributors should attempt to adhere to the prevailing code-style.,No categories identified.
"In example we use npx to run babel, but you can also put this script into package.json with removed npx to run it.",DC – Deal with the code
"When run, the code regions in the format below (where <snippetName> is the name of the snippet):",No categories identified.
"By adopting the CLA, you state the following:",SC – Submit the changes
Submitting an Enhancement / Feature Request?,No categories identified.
- dotnet msbuild eng\mgmt.proj /t:Build /p:scope=Compute,No categories identified.
"The ""editable mode"" comes from the -e argument to pip, and essential just creates a symbolic link from the site-packages directory of your virtual environment to the source code in your local clone. That way any changes you make will be immediately reflected in your virtual environment.",BW – Build local workspace
Must be one of the following:,SC – Submit the changes
"Please help us have good native language translations -
we love to have them!
Native language translations
help both developers and potential users understand the state
of a software project, even if they speak a variety of different languages.",No categories identified.
Being Jinja2-specific,No categories identified.
"1.  If you're new to the project, a good place to start is the tutorial.",No categories identified.
2.  Run npm test before committing if package has tests.,SC – Submit the changes
- The linter doesn't throw any warning.,SC – Submit the changes
Example,DC – Deal with the code
How to contribute to the ArduPilot project?,No categories identified.
- {action},SC – Submit the changes
"- Checkout a new topic branch from master branch, and merge back against master branch.",SC – Submit the changes
"- Explain the Conan version, Operating System, compiler and any other tool that could be related to the issue.",No categories identified.
- Avoid adding 3rd party dependencies if you can.,SC – Submit the changes
Process: Issues,No categories identified.
"- Enclose all variables in double quotes when used to avoid having them
interpreted as glob patterns (unless the variable contains a glob pattern)
and to avoid word splitting when the value contains spaces. Both scenarios
can introduce errors that often prove difficult to diagnose.",DC – Deal with the code
Introduction,No categories identified.
- Populate dist directory and demo/dist with distribution files.,SC – Submit the changes
- Identifying issues - report them.,No categories identified.
Testing Schema Compiler,SC – Submit the changes
- match the existing indentation level,DC – Deal with the code
Jump to the relevant section below:,No categories identified.
- Always use double brackets for if blocks,DC – Deal with the code
// ... any number of CAF_TEST ...,DC – Deal with the code
"2.  Otherwise please let us know that you are working on the problem. Regular status updates (e.g. ""still in progress"", ""no time anymore"", ""practically done"", ""pull request issued"") are highly welcome.",No categories identified.
- Update changelog if needed,No categories identified.
"Help us make UI-Router better! If you think you might have found a bug, or some other weirdness, start by making sure
it hasn't already been reported. You can search through existing issues
to see if someone's reported one similar to yours.",No categories identified.
"- We use eslint to check coding guidelines and conventions.
Run grunt lint to confirm that your code meets the dc.js style guidelines.
See .eslintrc for current rules.",DC – Deal with the code
5.  Create your feature branch git checkout -b my-new-feature,No categories identified.
"If you're interested in contributing to mycli, thank you. We'd love your help!
You'll always get credit for your work.",No categories identified.
Contributing documentation,No categories identified.
"This document covers how to contribute to the Apache Shiro project. These instructions assume you have a GitHub.com account, so if you don't have one you will have to create one. Your proposed code changes will be published to your own fork of the Apache Shiro project and you will submit a Pull Request for your changes to be added.",No categories identified.
"To become a release manager, create a pull request adding your name to the list
below, and include your Rubygems email address in the ticket. One of the
existing Release managers will then add you.",No categories identified.
"Once your changes are ready to be reviewed, publish the branch to GitHub and
open a pull request
against it.",SC – Submit the changes
"Then, to run the tests, use:",SC – Submit the changes
- Coding Rules,No categories identified.
"This will start a new Gitpod workspace,
and immediately kick off a build of the CDK code.
Once it's done (it takes around an hour, unfortunately),
you can work on any package that you want to modify,
as described in 'Quick Iteration' below.",BW – Build local workspace
- Unnecesary whitespace changes,DC – Deal with the code
3.  AWS SDK for JavaScript,No categories identified.
Then run phpunit:,SC – Submit the changes
To develop on the server-side:,DC – Deal with the code
"- Conventional Commits specification for commit ""structure""",SC – Submit the changes
1.  Set a breakpoint inside your unit test.,DC – Deal with the code
"For the technical details on how to implement new criteria,
or modify existing criteria (including their text, details, rationale,
and scoring criteria), see
implementation.md.",No categories identified.
"- C macros are composed of upper-case characters and underscores. Like
this: PROCESS_THREAD().",DC – Deal with the code
Before you submit your Pull Request (PR) consider the following guidelines:,SC – Submit the changes
5.  Test the images in your environment.,No categories identified.
Jetpack is licensed under GNU General Public License v2 (or later).,No categories identified.
Managing Issues and PRs,No categories identified.
"- Define multiple variables on the same line, if possible. Use meaningful names (e.g. letter instead of lt) and follow existing conventions as seen in other snippets. Do not use trailing or leading underscores in variable names.",DC – Deal with the code
- Add our license to new files,SC – Submit the changes
"If you need help writing tests, please ask for help in the slack team",SC – Submit the changes
"- Add a new configurations file using the '+' button:
Description: Confluent Checks
URL: https://raw.githubusercontent.com/confluentinc/common/master/build-tools/src/main/resources/checkstyle/checkstyle.xml
Ignore invalid certs: true",DC – Deal with the code
Enforcement,TC – Talk to the community
- smart pointers,DC – Deal with the code
"Submitting an Issue Before you submit an issue, search the archive, maybe your question was already answered.",No categories identified.
"Any line of the commit message cannot be longer 100 characters! This allows the message to be easier
to read on github as well as in various git tools.",SC – Submit the changes
- api,No categories identified.
- Add Translations,No categories identified.
"- Shields.io hosts integrations for services which are primarily
used by developers or which are widely used by developers",No categories identified.
"- ""I have not tested the code, but I have reviewed it and it looks
OK, I agree it can be merged"";",SC – Submit the changes
To unlink it:,SC – Submit the changes
Review,SC – Submit the changes
"To preserve compatibility with PHP 5.5 when you add new dependencies, you should try to update your composer.lock file with the --prefer-lowest option.",No categories identified.
Decompiler Tools,No categories identified.
Creating a Pull Request,SC – Submit the changes
"This way the history in the master branch will be free of small
corrections and easier to follow for people who aren
project on a day-to-day basis.",No categories identified.
"3.  Commit your changes (git add my/awesome/file.rb; git commit -m ""Added my awesome feature"")",SC – Submit the changes
"2.  Label it with Doxygen @since tag, indicating the version it was introduced.",No categories identified.
Compatibility,DC – Deal with the code
And change the configuration to suit your environment. If you are not using any particular adapter you can disable it in the phpunit.xml file.,BW – Build local workspace
Directory Structure,No categories identified.
Pull Request Guidelines,SC – Submit the changes
5.  Under BREAKING CHANGES in your commit message describe this new behavior:,No categories identified.
Help Translate,No categories identified.
Running unit tests,SC – Submit the changes
Versioning,No categories identified.
- master is the latest (pre-)release branch.,SC – Submit the changes
- Update CHANGLOG.md with the milestone description and a list of closed issues,SC – Submit the changes
- Other conduct which could reasonably be considered inappropriate in a professional setting.,TC – Talk to the community
Fixes #11231,SC – Submit the changes
"- See more information on contributing on our Documentation Server/Contributing, contacts, assistance.",No categories identified.
How to work on Coderwall using Vagrant on VirtualBox,No categories identified.
Frontend Testing,SC – Submit the changes
"- Run make ci locally after commit but before creation of Pull Request.  You may start a Pull Request even if this reports errors, but the PR will not be merged until all errors are fixed.",SC – Submit the changes
"Then, if it appears that it's a real bug, you may report it using GitHub by following these 3 points:",No categories identified.
"It's important to try to stay relatively up to date.
However, it's usually not possible to keep
everything perfectly up-to-date, because
different gems' specifications forbid it.
Also, the Ruby ecosystem is fairly fast-moving,
so it doesn't take long at all for even a direct dependency to go out of date.
In short, it's normal to have some gems that are not the latest.
The key is to replace gem versions that have security vulnerabilities,
and to not get too far behind, because if it's too far back then it's
harder to update.
If you are very far behind, it may be better to update in stages
(using intermediate versions), but avoid needing to do that.",DC – Deal with the code
1.  Fork the project on Github (top right on the project page),No categories identified.
"export enum FeatureFlag {
SCOPED_FILTER = 'SCOPED_FILTER',
}",BW – Build local workspace
Examples of unacceptable behavior by participants include:,TC – Talk to the community
Never work directly on dev or master and you should never send a pull request from master - always from a feature branch created by you.,SC – Submit the changes
Testing,SC – Submit the changes
- Our labels,No categories identified.
- Put opening braces on the same line:,DC – Deal with the code
- version of Angular DevKit used,No categories identified.
- The version of our code being used,No categories identified.
"8.  If not already the case, your name will be added to the contributors list.",No categories identified.
- When the pull request is targeting the wrong branch (this doesn't happen as often).,SC – Submit the changes
"- Press Ctrl+PageDown to ""enter"" the package. You should see, among others, a [Content_Types].xml file in both panes.",No categories identified.
1.  Prepare a test repository and phploy.ini configuration,SC – Submit the changes
See (README file)[(https://github.com/Azure/azure-sdk-for-net/blob/master/eng/templates/README.md)].,No categories identified.
"The best way to make sure your issue or feature is addressed is to submit a patch.
We accept patches through:",SC – Submit the changes
@implementation name,DC – Deal with the code
"Getting started as a ""Maintainer""",No categories identified.
"Avoid silent failures. In general, we use exceptions for cases that an application can recover from, such as when image decoding or glsl compilation fails. For situations that a user cannot possibly recover from, it is better to use assertions and the handy CI_ASSERT macro. However, as is the case many times, there are no rules set in stone for choosing one technique over the other, or choosing a different way to handle an error altogether (such as logging). When in doubt, post your code for peer review.",DC – Deal with the code
"- use the imperative, present tense: ""change"" not ""changed"" nor ""changes""",SC – Submit the changes
Just have a question :question:,No categories identified.
PSR-1: Basic Coding Standard,DC – Deal with the code
"# Run the test after you finish your modification. Add new test cases or change old ones if you feel necessary
$ npm test",SC – Submit the changes
"|               |              |
|---------------|--------------|
| atoum version | `dev-master` |
| atoum SHA1    | `cbf9821`    |
| PHP version   | `PHP 5.3.29` |
| xDebug        | not loaded   |",No categories identified.
- aws-amplify-vue,No categories identified.
"First, thank you for considering contributing to ImageGlass! It's people like you that make the open source community such a great community! ?",No categories identified.
Body,SC – Submit the changes
"To see the commit that you just made (with author, date, short and long
description only), use:",SC – Submit the changes
"5. Submission of Contributions. Unless You explicitly state otherwise, any Contribution intentionally submitted for inclusion in the Work by You to the Licensor shall be under the terms and conditions of this License, without any additional terms or conditions. Notwithstanding the above, nothing herein shall supersede or modify the terms of any separate license agreement you may have executed with Licensor regarding such Contributions.",SC – Submit the changes
Step 3: Fork and checkout your own Cherow repository,BW – Build local workspace
5.  Check before pushing,No categories identified.
We use TSLint with custom configs to keep our code-style consistent.,DC – Deal with the code
"If you have a proposal or a feature request, you may create an issue with [Proposal] prefixed in the title.",No categories identified.
Windows,BW – Build local workspace
"- if you want to work on the homepage, start it with yarn start:home, it
will be available on http://localhost:8000/",BW – Build local workspace
Here's a quick guide:,SC – Submit the changes
6.  All tests should pass now. Also your new implementation should not break existing tests.,No categories identified.
"- Not Actionable - Need Info: Your issue is not specific enough, or there is no clear action that we can take. Please clarify and refine your issue.",No categories identified.
"Please sign our Contributor License Agreement (CLA) before sending pull requests. For any code
changes to be accepted, the CLA must be signed. It's a quick process, we promise!",SC – Submit the changes
- Pick an issue. If no issue exists (search first) create one.,CT – Choose a task
- Make sure your code follows pep8.,DC – Deal with the code
- Improve our test coverage,CT – Choose a task
3.  Is it something really obvious that you can fix yourself?,No categories identified.
Webhooks,No categories identified.
- Getting Started,No categories identified.
"In general, commits should be atomic
and diffs should be easy to read. For this reason, do not mix any formatting
fixes or code moves with actual code changes.",SC – Submit the changes
When chaining multiple `hasConstant` assertions atoum reports the following error: `Asserter 'hasConstant' does not exist`,No categories identified.
- Pull Requests,CT – Choose a task
"1.  Use the GitHub issue search — check if the issue has already been
reported.",No categories identified.
"Breaking Changes should start with the word BREAKING CHANGE: with a space or two newlines.
The rest of the commit message is then used for this.",SC – Submit the changes
"<type>(<scope>): <subject>
<BLANK LINE>
<body>
<BLANK LINE>
<footer>",SC – Submit the changes
Please read and understand the contribution guide before creating an issue or pull request.,No categories identified.
* add test of `ng-change` for `md-chips`,SC – Submit the changes
"1.  If no issue already exists for the work you'll be doing, create one to document the problem(s) being solved and self-assign.",No categories identified.
Please review the following commits for the changes made to the sources above in order for them to compile in this project:,No categories identified.
Making a Pull Request?,SC – Submit the changes
"2.  Even if I know about the tool, I may not know how to use it, or how it
would make me more productive.  Educate me and we all will gain from a
better project.",No categories identified.
"When you are using Visual Studio, ensure the following:",DC – Deal with the code
- select(multiple):,SC – Submit the changes
"- It may be because the changes you are suggesting do not appeal to people. Rather than
nits and critique, which require effort and means they care enough to spend time on your
contribution, thundering silence is a good sign of widespread (mild) dislike of a given change
(because people don't assume others won't actually like the proposal). Don't take
that personally, though! Instead, take another critical look at what you are suggesting
and see if it: changes too much, is too broad, doesn't adhere to the
developer notes, is dangerous or insecure, is messily written, etc.
Identify and address any of the issues you find. Then ask e.g. on IRC if someone could give
their opinion on the concept itself.",SC – Submit the changes
- A sketch of potential implementations (if applicable and useful),No categories identified.
Contributing guidelines,No categories identified.
How you can help,CT – Choose a task
Fix spotify password error if it has spaces,No categories identified.
??? ??? ?????.,No categories identified.
1.  Install with,No categories identified.
Code,No categories identified.
- Make changes. See below.,No categories identified.
"for(;;)
{
DoSomethingFancy();
}",DC – Deal with the code
"Once the pull request is reviewed, if the changes are approved they will be merged in to the project.",No categories identified.
"# If there are whitespace errors, print the offending file names and fail.
exec git diff-index --check --cached $against --",BW – Build local workspace
"# go inside the empty directory and create a symlink
cd public/vendor/canvas
ln -s ../../../../canvas/public/* .",DC – Deal with the code
"- We will check your commit message, if it does not conform to the specification, the commit will be automatically refused, make sure you have read the specification above.",SC – Submit the changes
"The commit message formatting can be added using a typical git workflow or through the use of a CLI wizard (Commitizen). To use the wizard, run npm run commit in your terminal after staging your changes in git.",SC – Submit the changes
Rebase feature_x to include updates from upstream/master,SC – Submit the changes
Testing,SC – Submit the changes
Contributing to Moloch,No categories identified.
Linter,DC – Deal with the code
"Source code that goes into the mainline Contiki repository must be of
interest to a large part of the Contiki community. It must be
well-tested and the merge team must have confidence that the code can
be maintained over a longer period. See below for more details
pertaining to platform contributions.",SC – Submit the changes
You are good to go! You can run the following line to see the logs for the back-end service.,BW – Build local workspace
"- When opening a PR for a specific issue already open, please name the branch you are working on using the convention issue-[issue number]. For example, if your PR fixes Issue #803, name your branch issue-803. If the PR is a larger issue, you can add more context like issue-803-new-scrollable-area If there is not an associated open issue, create an issue using our Issue Template.",SC – Submit the changes
Must be one of the following:,SC – Submit the changes
- All lowercase with no period at the end of the title,SC – Submit the changes
"To build the documentation locally, install Sphinx:",No categories identified.
"Changes that are cosmetic in nature and do not add anything substantial to the stability, functionality, or testability of CTFd will generally not be accepted.",CT – Choose a task
"For setting up a local development environment,
we recommend using Gitpod -
a service that allows you to spin up an in-browser
Visual Studio Code-compatible editor,
with everything set up and ready to go for CDK development.
Just click the button below to create your private workspace:",BW – Build local workspace
The easiest way to run the tests is by using docker & docker-compose as explained above.,SC – Submit the changes
Before you contribute,No categories identified.
- You must do this for each Chocolatey project that requires it.,SC – Submit the changes
"The -b specifies that you want to create a new branch called feature_x.  You only specify -b the first time you checkout because you are creating a new branch.  Once the feature_x branch exists, you can later switch to it with only git checkout feature_x.",SC – Submit the changes
* Refactoring code.,SC – Submit the changes
"- an explanation of why you should be a committer,",No categories identified.
"Heron includes a script to bootstrap an IntelliJ IDEA project. The project includes support for Heron
code styles and copyright headers.",BW – Build local workspace
"- review: Issue has a PR associated that solves it (remember to use the GitHub keywords ""closes #IssueNumber"", ""fixes #IssueNumber""...
in the description of the PR).",No categories identified.
1.  Clone the repo from GitHub,BW – Build local workspace
npm uninstall -g typescript,BW – Build local workspace
"That would be amazing! Reach out to the core team here:
https://discord.gg/dQHfcWF. We would love to support you anyway we can.",No categories identified.
Revert,SC – Submit the changes
- Testing,No categories identified.
"cJSON uses the Unity library for unit tests. The tests are located in the tests directory. In order to add a new test, either add it to one of the existing files (if it fits) or add a new C file for the test. That new file has to be added to the list of tests in tests/CMakeLists.txt.",SC – Submit the changes
(GH-7) Installation Adds All Required Folders,No categories identified.
npm test,SC – Submit the changes
Submitting Pull Requests,SC – Submit the changes
"nosetests suppresses stdout by default. To see stdout, pass the -s flag
to nosetests.",SC – Submit the changes
- ? - upvote,No categories identified.
"$ yarn run test --scope @aws-amplify/auth
$ yarn run test --scope @aws-amplify/ui-components",SC – Submit the changes
- Polish the example library or add new examples,No categories identified.
Branch Strategy,No categories identified.
A more detailed walkthrough of a squash can be found at Git Ready.,SC – Submit the changes
"After a PR has been opened for a dependency update, our cypress-bot will comment on the PR detailing the guidelines to be used to review the dependency update. Please read these guidelines carefully and make any updates where you see the PR may not be meeting the quality of these guidelines.",SC – Submit the changes
Commit Message Guidelines,SC – Submit the changes
"When filing an issue, make sure to answer these five questions:",No categories identified.
Feature Flags,No categories identified.
"- We try to follow the recommendations in the
Ruby Community Style Guide and use
rubocop to ""enforce"" it. Please see
.rubocop.yml for exceptions.",DC – Deal with the code
"- That helps us understand what you want to add, so we can give more specific advice and check it does not conflict with some work in progress on a branch etc.",No categories identified.
- Comment clean up,No categories identified.
- Is there already an issue filed which looks like your issue? Check the issue tracker.,No categories identified.
Step 1: Fork in the cloud,No categories identified.
"4.  When done, create your pull request.",No categories identified.
Contributing,No categories identified.
Contributing Guidelines,No categories identified.
We welcome contributions in the form of issues and pull requests.  We view the contributions and process as the same for internal and external contributors.,No categories identified.
Test Database Credentials,SC – Submit the changes
"Note: the optional commit -a command line option will automatically ""add"" and ""rm"" edited files.",No categories identified.
"To isolate your change, please avoid working on the master branch. Instead, work on a feature branch (often also known as topic branch). You can create a new branch (example here crash-fix) off the master branch by using:",SC – Submit the changes
MonoTorrent Client,BW – Build local workspace
"- Do you have an idea for a new feature? Then don't expect it to be implemented
unless you or someone else submits a
pull request. It
might be better to start a discussion on
the Google Group.",No categories identified.
"7.  Once added to the Azure SDK for .NET, build your local package using client or management library instructions shown in the above sections.",No categories identified.
"- ""docs"": for docs-only changes",SC – Submit the changes
"Each commit message should include a type, a scope and a subject:",SC – Submit the changes
